,Unnamed: 0,movieId,title,genres,avg_rating,number_of_viewers,imdbId,tmdbId,adult,backdrop_path,belongs_to_collection,budget,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
87,87,99,Heidi Fleiss: Hollywood Madam,"[{'id': 99, 'name': 'Documentary'}]",5.0,2.0,113283,63076.0,False,/1Hvs7hsAfDxtXPGqq5ZGSX4Aphb.jpg,,0,http://www.nickbroomfield.com/Heidi-Fleiss-Hollywood-Madam,63076,tt0113283,"['CA', 'GB', 'US']",en,Heidi Fleiss: Hollywood Madam,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",0.3675,/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,"[{'id': 3324, 'logo_path': '/dqT3yOTlfJRmtvk52Ccd1O6dZ0A.png', 'name': 'BBC', 'origin_country': 'GB'}, {'id': 12113, 'logo_path': '/lwnLVleFG0sRAYBq5IObgN30r9F.png', 'name': 'CBC', 'origin_country': 'CA'}, {'id': 12911, 'logo_path': None, 'name': 'Cinemax Reel Life', 'origin_country': 'US'}, {'id': 12912, 'logo_path': None, 'name': 'InPictures', 'origin_country': ''}, {'id': 12913, 'logo_path': None, 'name': 'Lafayette Film', 'origin_country': 'GB'}, {'id': 46, 'logo_path': '/3xFdKHLXPGHEbrAkmsepGE8974Y.png', 'name': 'WDR', 'origin_country': 'DE'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1995-12-27,0,106,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Hollywood was the whore. She was just the madam.,False,6.6,14
88,88,100,City Hall,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2.7857142857142856,14.0,115907,11062.0,False,/9z9SwlbhlV1oaai2gPhyRE8xpIG.jpg,,40000000,,11062,tt0115907,['US'],en,City Hall,"The accidental shooting of a boy in New York City leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",1.7371,/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg,"[{'id': 97, 'logo_path': '/smyTD67uNsdaySnnjVDmh0kyotp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-16,33440204,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,False,5.9,308
89,89,101,Bottle Rocket,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",3.782608695652174,23.0,115734,13685.0,False,/yTDwyUEYHZTK35z7Iyp4QHxvVj9.jpg,,7000000,,13685,tt0115734,['US'],en,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",2.0447,/wOPiNYt9V3Cbr9Izeddwj7nU8RT.jpg,"[{'id': 18, 'logo_path': '/uqhagSwM7NAkQWVCQhKTyoqF8XH.png', 'name': 'Gracie Films', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 96081, 'logo_path': None, 'name': 'Boyle-Taylor Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-21,1040879,91,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"They're not really criminals, but everyone's got to have a dream.",False,6.692,1156
90,90,102,Mr. Wrong,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2.4,5.0,117102,47475.0,False,/sNMFqW8HCorpOQYpAOGXb7ADQSV.jpg,,0,,47475,tt0117102,['US'],en,Mr. Wrong,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",0.714,/csSkKS6rcGjG8jjpwKZPVCD7Kiq.jpg,"[{'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 10227, 'logo_path': '/3YfRy3DBl4abcqkzGx4RVNz12yl.png', 'name': 'Mandeville Films', 'origin_country': 'US'}, {'id': 12552, 'logo_path': None, 'name': 'Marty Katz Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-16,0,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He loved her from afar. It wasn't far enough.,False,4.0,63
91,91,103,Unforgettable,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",3.0,3.0,118040,2045.0,False,/qiHv4wmDEZsz1aMihaAMWhguhio.jpg,,18000000,,2045,tt0118040,['US'],en,Unforgettable,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",1.3351,/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,"[{'id': 10308, 'logo_path': '/5AEHeflZe2YavcjL0s99gJA8csi.png', 'name': 'The De Laurentiis Company', 'origin_country': 'US'}, {'id': 10355, 'logo_path': '/9giKdog64UQWRFhVPyXBSgdPIc2.png', 'name': 'Spelling Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-23,0,116,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,He loved her. He lost her. He won't let her memory die... until it tells him who killed her.,False,5.598,112
92,92,104,Happy Gilmore,"[{'id': 35, 'name': 'Comedy'}]",3.439393939393939,99.0,116483,9614.0,False,/As7NuiDRM4EO7LlJn2u8JWWsABp.jpg,"{'id': 1263259, 'name': 'Happy Gilmore Collection', 'poster_path': '/7nUOrnZHSgnhagLtydIYbD4rrDY.jpg', 'backdrop_path': '/mhrE9ij30cIvPFVFRXZSwwTchUg.jpg'}",12000000,,9614,tt0116483,['US'],en,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",6.5715,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 1606, 'logo_path': None, 'name': 'Brillstein-Grey Entertainment', 'origin_country': ''}, {'id': 3929, 'logo_path': None, 'name': 'Robert Simonds Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-16,41422354,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He doesn't play golf... he destroys it.,False,6.668,3235
93,93,105,The Bridges of Madison County,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.282608695652174,23.0,112579,688.0,False,/4TnGcUsyd6ixuLWHaaEG5BGkAIp.jpg,,24000000,,688,tt0112579,['US'],en,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,3.0504,/aCBrhOQjhG397GLkEZ49zReQEKX.jpg,"[{'id': 171, 'logo_path': '/bqLWwuNCHcY3IjB5e4o29h7l80D.png', 'name': 'Malpaso Productions', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-02,182000000,135,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,False,7.7,2319
94,94,106,Nobody Loves Me,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4.0,1.0,110251,11907.0,False,/63BX5ZE1SgT2EIzu2WWiva1jQtH.jpg,,0,,11907,tt0110251,['DE'],de,Keiner liebt mich,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",0.3672,/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg,"[{'id': 14876, 'logo_path': '/SjFtyNL4d3BJEmCJbLm00GWX8F.png', 'name': 'Cobra Film', 'origin_country': 'DE'}, {'id': 4606, 'logo_path': '/otZHbf1HmzLRQsZFSqJXkf8EHz7.png', 'name': 'ZDF', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1994-11-07,0,104,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,False,6.157,35
95,95,107,Muppet Treasure Island,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",3.326923076923077,26.0,117110,10874.0,False,/3RfNxQhvseerf9dNlo1dmL09RLr.jpg,,31000000,,10874,tt0117110,['US'],en,Muppet Treasure Island,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",4.3772,/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 2504, 'logo_path': '/yxP3Gnk7sm7rACmDj0InTjXZw8R.png', 'name': 'Jim Henson Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-16,34327766,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Set sail for Muppet mayhem!,False,6.7,449
96,96,108,Catwalk,"[{'id': 99, 'name': 'Documentary'}]",4.0,1.0,112646,89333.0,False,/uvUzW1MKfu5jwd6DuidnMVxU2vS.jpg,,0,,89333,tt0112646,['US'],en,Catwalk,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",1.9004,/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-08,0,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"The moment when fashion, art and entertainment come together with stunning force and beauty.",False,7.5,8
97,97,110,Braveheart,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",4.031645569620253,237.0,112573,197.0,False,/8lBcqakI3F19NWkXdqE0M8W76b9.jpg,"{'id': 1432360, 'name': 'Braveheart Collection', 'poster_path': None, 'backdrop_path': '/zxF28aSn6fLLF3LpeSdXcy0Z1SI.jpg'}",72000000,,197,tt0112573,['US'],en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",10.2428,/or1gBugydmjToAEq7OZY0owwFk.jpg,"[{'id': 7965, 'logo_path': '/eZ6DeFO1mhHtzxB1aACcEzKqQ7L.png', 'name': 'The Ladd Company', 'origin_country': 'US'}, {'id': 152, 'logo_path': '/rC2pFo4IBQVSVZvucDLwMRvZHfi.png', 'name': 'Icon Productions', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-24,213216216,178,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}, {'english_name': 'Gaelic', 'iso_639_1': 'gd', 'name': ''}]",Released,"Every man dies, not every man really lives.",False,7.941,10879
98,98,111,Taxi Driver,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4.105769230769231,104.0,75314,103.0,False,/9uddYYTNcLWpzUkl5iw1RUYhLhY.jpg,,1900000,,103,tt0075314,['US'],en,Taxi Driver,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",13.4425,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,"[{'id': 46059, 'logo_path': None, 'name': 'Italo/Judeo Productions', 'origin_country': ''}, {'id': 46060, 'logo_path': None, 'name': 'Bill/Phillips', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-02-09,28579636,114,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"On every street in every city in this country, there's a nobody who dreams of being somebody. He's a lonely forgotten man desperate to prove that he's alive.",False,8.129,13193
99,99,112,Rumble in the Bronx,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",3.5434782608695654,46.0,113326,33542.0,False,/5ftRls3IbR1kXnasqJEJL63LVsc.jpg,,7500000,,33542,tt0113326,['HK'],cn,紅番區,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",2.9872,/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,"[{'id': 2521, 'logo_path': '/e9lXexogBN1nOXA8axzASggea8B.png', 'name': 'Orange Sky Golden Harvest', 'origin_country': 'HK'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1995-01-21,76028558,106,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,No Fear. No Stuntman. No Equal.,False,6.821,1125
