,Unnamed: 0,movieId,title,movielens_genres,avg_rating,number_of_viewers,imdbId,tmdbId,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count,success,status_code,status_message,cluster
1429,1429,1952,Midnight Cowboy,Drama,3.954545455,22.0,64665,3116.0,False,/pEdb6DfEBgaXF7S0EHzqnJvTGex.jpg,,3600000.0,"[{'id': 18, 'name': 'Drama'}]",https://www.mgm.com/#/our-titles/1251/Midnight-Cowboy,3116.0,tt0064665,['US'],en,Midnight Cowboy,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",3.8321,/ckklq45UxUkwgHve9xItXqXr06r.jpg,"[{'id': 1323, 'logo_path': None, 'name': 'Florin Productions', 'origin_country': 'US'}, {'id': 1324, 'logo_path': None, 'name': 'Jerome Hellman Productions', 'origin_country': 'US'}, {'id': 60, 'logo_path': '/4YldLvCWQL9VIAHQ2Fu3Ffkh9Si.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-05-25,44785053.0,113.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,For those who have never seen it and those who have never forgotten it.,False,7.5,1550.0,,,,-1
1430,1430,1953,The French Connection,Action|Crime|Thriller,3.871794872,39.0,67116,1051.0,False,/AsaW2VwcArvQmYjf2wsDjqWEn6f.jpg,"{'id': 155474, 'name': 'French Connection Collection', 'poster_path': '/sRSgkRv3VooFfh2rJxRSLiWBcjV.jpg', 'backdrop_path': '/6Hzis2aTSKcHgT6TPFRthBh6ONW.jpg'}",1800000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,1051.0,tt0067116,['US'],en,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,3.137,/pH4saPwMjhnVGwmSH6RkMaHrt3s.jpg,"[{'id': 646, 'logo_path': None, 'name': ""D'Antoni Productions"", 'origin_country': ''}, {'id': 73950, 'logo_path': None, 'name': 'Schine-Moore Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-10-09,41200000.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Doyle is bad news—but a good cop.,False,7.496,2076.0,,,,-1
1431,1431,1954,Rocky,Drama,3.828125,64.0,75148,1366.0,False,/bacOuUnRBoAO1NjMfsAGX2EKRrS.jpg,"{'id': 1575, 'name': 'Rocky Collection', 'poster_path': '/1hxPlyxoACYuO7kqeeed83LvJuN.jpg', 'backdrop_path': '/yaXXemxz3ePNSrqNtc4ZAbuxJRv.jpg'}",1000000.0,"[{'id': 18, 'name': 'Drama'}]",https://www.20thcenturystudios.com/movies/rocky,1366.0,tt0075148,['US'],en,Rocky,"Rocky Balboa is a Philadelphia club fighter who seems to be going nowhere. But when a stroke of fate puts him in the ring with a world heavyweight champion, Rocky knows that it's his one shot at the big time — a once-in-a-lifetime opportunity to go the distance and come out a winner!",13.3453,/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg,"[{'id': 8880, 'logo_path': '/fE7LBw7Jz8R29EABFGCvWNriZxN.png', 'name': 'Winkler Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-12-03,117253345.0,120.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,His whole life was a million-to-one shot.,False,7.795,8438.0,,,,674
1432,1432,1955,Kramer vs. Kramer,Drama,3.892857143,14.0,79417,12102.0,False,/9pUh1fC8TqVtYPeKpdfNyVK0qnn.jpg,,8000000.0,"[{'id': 18, 'name': 'Drama'}]",,12102.0,tt0079417,['US'],en,Kramer vs. Kramer,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",2.4442,/3CUP5V5SWfHSK4qvkZF7lMNyugY.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 271543, 'logo_path': None, 'name': 'Stanley Jaffe Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-12-07,106260000.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There are three sides to this love story.,False,7.564,2399.0,,,,-1
1433,1433,1956,Ordinary People,Drama,4.0,12.0,81283,16619.0,False,/81LV5HJ9nUXGCMhrJpFNjwvbEZl.jpg,,6000000.0,"[{'id': 18, 'name': 'Drama'}]",,16619.0,tt0081283,['US'],en,Ordinary People,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",3.7846,/tJVETEDAKgD3fEh88SHOvMvOQue.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 316, 'logo_path': '/AjLnvitW6m0n1wp3ElezITDDb4x.png', 'name': 'Wildwood Enterprises', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-09-19,54766923.0,124.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Everything is in its proper place... except the past.,False,7.457,680.0,,,,-1
1434,1434,1957,Chariots of Fire,Drama,4.038461538,13.0,82158,9443.0,False,/nEeq7iQDbsj4qRt9E11PvQOWKvQ.jpg,,5500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,9443.0,tt0082158,['GB'],en,Chariots of Fire,"In the class-obsessed and religiously divided UK of the early 1920s, two determined young runners train for the 1924 Paris Olympics. Eric Liddell, a devout Christian born to Scottish missionaries in China, sees running as part of his worship of God's glory and refuses to train or compete on the Sabbath. Harold Abrahams overcomes anti-Semitism and class bias, but neglects his beloved sweetheart in his single-minded quest.",1.8743,/qnRaum8k0HqGRml2i7OawFqUtEb.jpg,"[{'id': 7049, 'logo_path': None, 'name': 'Enigma Productions', 'origin_country': 'GB'}, {'id': 8770, 'logo_path': None, 'name': 'Allied Stars', 'origin_country': 'GB'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-05-15,58972904.0,123.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.",False,6.78,1007.0,,,,-1
1435,1435,1958,Terms of Endearment,Comedy|Drama,3.795454545,22.0,86425,11050.0,False,/kz22OnVmpexRQmDXzoBwveOmuWd.jpg,"{'id': 507956, 'name': 'Terms of Endearment Collection', 'poster_path': '/cSxkhlwKAHfJdsHTryYhTCvXl10.jpg', 'backdrop_path': '/5OjBecfq9Se5tKElwrDWwIpfFE6.jpg'}",8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,11050.0,tt0086425,['US'],en,Terms of Endearment,"Aurora, a finicky woman, is in search of true love while her daughter faces marital issues. Together, they help each other deal with problems and find reasons to live a joyful life.",2.5896,/l77DRjJuykqKMtD9GTK4YT7qKHW.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-11-20,108423749.0,132.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Come to laugh, come to cry, come to care, come to terms.",False,7.1,810.0,,,,-1
1436,1436,1959,Out of Africa,Drama|Romance,3.666666667,15.0,89755,606.0,False,/5hCGJLTuRlD5WoscKhVPHVnD4gz.jpg,,31000000.0,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,606.0,tt0089755,['US'],en,Out of Africa,"Tells the life story of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on her 1937 autobiographical novel.",3.3935,/6oMKqh08TfxmvnoFR4mm1wZB67P.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 205, 'logo_path': None, 'name': 'Mirage Entertainment', 'origin_country': ''}, {'id': 932, 'logo_path': '/o7leiZVIDBHxODfK8pjGPV2SdMp.png', 'name': 'Mirage Enterprises', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-12-20,227514205.0,161.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Swahili', 'iso_639_1': 'sw', 'name': 'Kiswahili'}]",Released,Based on a true story.,False,7.164,1502.0,,,,-1
1437,1437,1960,The Last Emperor,Drama,3.692307692,26.0,93389,746.0,False,/k29qVmwWwR0i5A1UMIws1Vmv6hV.jpg,,23800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,746.0,tt0093389,['IT'],en,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",5.1709,/7TILJhdeJAaEyDiwvJZMo9SQBoe.jpg,"[{'id': 472, 'logo_path': None, 'name': 'Soprofilms', 'origin_country': 'FR'}, {'id': 473, 'logo_path': None, 'name': 'TAO Film', 'origin_country': 'IT'}, {'id': 474, 'logo_path': None, 'name': 'Yanco', 'origin_country': 'CN'}, {'id': 11561, 'logo_path': '/8HB3TFUeo83keAPHfFfrNtN2MmA.png', 'name': 'Recorded Picture Company', 'origin_country': 'GB'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1987-10-04,44000000.0,163.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Chichewa; Nyanja', 'iso_639_1': 'ny', 'name': ''}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,"1500 slaves. 353,260,000 royal subjects. Warlords. Concubines. And 2 wives. He was the loneliest boy in the world.",False,7.6,1867.0,,,,-1
1438,1438,1961,Rain Man,Drama,3.807291667,96.0,95953,380.0,False,/b3tos7Tsd6lsTe52Nn4TMrEQg65.jpg,,25000000.0,"[{'id': 18, 'name': 'Drama'}]",,380.0,tt0095953,['US'],en,Rain Man,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",6.4416,/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,"[{'id': 60, 'logo_path': '/4YldLvCWQL9VIAHQ2Fu3Ffkh9Si.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 206, 'logo_path': None, 'name': 'Star Partners II', 'origin_country': 'US'}, {'id': 276, 'logo_path': None, 'name': 'The Guber-Peters Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-12-12,354825435.0,134.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A journey through understanding and fellowship.,False,7.748,6906.0,,,,-1
1439,1439,1962,Driving Miss Daisy,Drama,3.739130435,23.0,97239,403.0,False,/4XC0HwRNOvub6xksENsOl68zHOn.jpg,,7500000.0,"[{'id': 18, 'name': 'Drama'}]",,403.0,tt0097239,['US'],en,Driving Miss Daisy,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters, in a time when those types of relationships were shunned.",2.4295,/iaCzvcY42HihFxQBTZCTKMpsI0P.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 2630, 'logo_path': '/pShvFIFfmFoGXPYFyAKaeK1jPUW.png', 'name': 'Majestic Films International', 'origin_country': 'GB'}, {'id': 1755, 'logo_path': '/ru4358gY4iA8DDmu3bsZLxOXbhi.png', 'name': 'Allied Filmmakers', 'origin_country': 'GB'}, {'id': 80, 'logo_path': '/i6B0AIrUESLt5Fm6MOPXmuPhsvA.png', 'name': 'The Zanuck Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1989-12-13,145793296.0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Hebrew', 'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",False,7.235,1732.0,,,,-1
1440,1440,1963,Take the Money and Run,Comedy|Crime,3.363636364,11.0,65063,11485.0,False,/dB9pJFYLvaf9w2sYtVH9TYOu6Vr.jpg,,1530000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,11485.0,tt0065063,['US'],en,Take the Money and Run,"Virgil Starkwell is intent on becoming a notorious bank robber. Unfortunately for Virgil and his not-so-budding career, he is completely incompetent.",1.2348,/dT7cKFxsuHzSnDBxKeP5acoIpWZ.jpg,"[{'id': 12146, 'logo_path': None, 'name': 'Palomar Pictures International', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-08-18,6080000.0,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Yiddish', 'iso_639_1': 'yi', 'name': ''}]",Released,crime lives!,False,7.114,777.0,,,,-1
1441,1441,1964,Klute,Drama|Mystery,4.083333333,6.0,67309,466.0,False,/bxh7ybql4p24u9WsX1GI9v9PDLg.jpg,,2500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",,466.0,tt0067309,['US'],en,Klute,A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,1.9241,/tVyINAsNGSgD1OIstqwCcs7wyGH.jpg,"[{'id': 6174, 'logo_path': None, 'name': 'Gus Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-06-23,12512637.0,114.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You'd never take her for a call girl. You'd never take him for a cop.,False,6.746,491.0,,,,-1
1442,1442,1965,Repo Man,Comedy|Sci-Fi,3.380952381,21.0,87995,13820.0,False,/5K5oPo1NJrAVUeaPzcXFH13Xplo.jpg,"{'id': 911076, 'name': 'The Repo Collection', 'poster_path': '/qFEA1W1hPxndF180zP0ZItvPi9m.jpg', 'backdrop_path': None}",1500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,13820.0,tt0087995,['US'],en,Repo Man,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",2.4007,/bjuu5UceuVUNUjnOC2fBzL3hZKC.jpg,"[{'id': 226795, 'logo_path': None, 'name': 'Edge City Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-03-02,2300000.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,It’s 4 a.m. Do you know where your car is?,False,6.663,657.0,,,,-1
1443,1443,1966,Metropolitan,Comedy,3.625,8.0,100142,15389.0,False,/hyHp1MgvUXw40GLjhqfjxwMWD4.jpg,,225000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,15389.0,tt0100142,['US'],en,Metropolitan,"A radical student is adopted by a group of young New Yorkers, serves as a catalyst to alter his and their lives. Gathering in a Manhattan apartment, the group of friends meet to discuss social mobility, Fourier's socialism and play bridge in their cocoon of upper-class society - until they are joined by a man with a critical view of their way of life.",0.8985,/852ZwTRj9tRxkGOT0Pu0Ep8yimk.jpg,"[{'id': 37812, 'logo_path': None, 'name': 'Westerly Films', 'origin_country': ''}, {'id': 3076, 'logo_path': None, 'name': 'Allagash Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-08-03,2900000.0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Finally... A film about the downwardly mobile.,False,6.938,177.0,,,,-1
1444,1444,1967,Labyrinth,Adventure|Fantasy|Musical,3.821428571,42.0,91369,13597.0,False,/92tb8mgjgL1S2KwrZezyPHPkQ3R.jpg,,25000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,13597.0,tt0091369,"['US', 'GB']",en,Labyrinth,"Frustrated with babysitting on yet another weekend night, Sarah, a teenager with an active imagination, summons the Goblins to take her baby stepbrother away. When little Toby actually disappears, Sarah must follow him into a fantastical world to rescue him from the Goblin King. Guarding his castle is the labyrinth itself, a twisted maze of deception, populated with outrageous characters and unknown dangers.",5.9362,/hbSdA1DmNA9IlfVoqJkIWYF2oYm.jpg,"[{'id': 24931, 'logo_path': '/8koBEDoVQXyEM8589PnI4Wyq5KA.png', 'name': 'Henson Associates', 'origin_country': 'US'}, {'id': 1, 'logo_path': '/tlVSws0RvvtPBwViUyOFAO0vcQS.png', 'name': 'Lucasfilm Ltd.', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-06-27,12729917.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Where everything seems possible and nothing is what it seems.,False,7.279,2664.0,,,,-1
1445,1445,1968,The Breakfast Club,Comedy|Drama,3.778761062,113.0,88847,2108.0,False,/kjVgUMsG0PKBXzlP8HGNQpWDxAX.jpg,,1000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,2108.0,tt0088847,['US'],en,The Breakfast Club,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",8.1792,/gp4zlj7wgbiofLMNsTPndMuO3PN.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 11043, 'logo_path': None, 'name': 'A&M Films', 'origin_country': 'US'}, {'id': 8812, 'logo_path': None, 'name': 'Channel Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-02-15,51530442.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"They only met once, but it changed their lives forever.",False,7.725,8410.0,,,,-1
